x,y,LATITUDE,LONGITUDE,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,LAST_UPDATED,PROVINCE_CODE,ENG_PROVINCE_NAME,FRE_PROVINCE_NAME,LOCAL_YEAR,LOCAL_MONTH,NORMAL_MEAN_TEMPERATURE,MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,MIN_TEMPERATURE,DAYS_WITH_VALID_MIN_TEMP,MAX_TEMPERATURE,DAYS_WITH_VALID_MAX_TEMP,NORMAL_PRECIPITATION,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,DAYS_WITH_PRECIP_GE_1MM,NORMAL_SNOWFALL,TOTAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,SNOW_ON_GROUND_LAST_DAY,NORMAL_SUNSHINE,BRIGHT_SUNSHINE,DAYS_WITH_VALID_SUNSHINE,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1915.11,1915-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1915,11,,6.32,30,0.6,30,12.2,30,,116.1,30,22,,0,30,,,,,0,350.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1915.12,1915-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1915,12,,5.219354838709678,31,-2.8,31,10.6,31,,121.5,31,15,,0.5,31,,,,,0,396.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.1,1916-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,1,,-1.3516129032258064,31,-9.4,31,8.9,31,,107,31,12,,76.8,31,,,,,0,599.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.2,1916-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,2,,4.479310344827586,29,-4.4,29,15,29,,178.7,29,11,,117.8,29,,,,,0,392.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.3,1916-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,3,,5.916129032258064,31,-0.6,31,14.4,31,,136.6,31,11,,0.5,31,,,,,0,374.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.4,1916-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,4,,8.89,30,2.8,30,17.2,30,,28.6,30,4,,0,30,,,,,0,273.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.5,1916-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,5,,10.435483870967742,31,2.2,31,19.4,31,,22.7,31,5,,0,31,,,,,0,234.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.6,1916-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,6,,13.54,30,6.7,30,27.2,30,,13.3,30,4,,0,30,,,,,3.3,137.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.7,1916-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,7,,14.26774193548387,31,7.2,31,26.7,31,,31.5,31,6,,0,31,,,,,1.2,116.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.8,1916-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,8,,15.154838709677419,31,8.9,31,30,31,,0,31,0,,0,31,,,,,9.8,98
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.9,1916-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,9,,13.763333333333334,30,6.1,30,26.7,30,,8.9,30,3,,0,30,,,,,2.1,129.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.10,1916-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,10,,9.619354838709677,31,3.3,31,19.4,31,,39.9,31,6,,0,31,,,,,0,259.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.11,1916-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,11,,5.72,30,-1.7,30,11.1,30,,57.7,30,12,,0,30,,,,,0,368.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1916.12,1916-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1916,12,,2.9806451612903224,31,-2.8,31,9.4,31,,124.9,31,18,,3.6,31,,,,,0,465.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.1,1917-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,1,,3.2548387096774194,31,-10.6,31,9.4,31,,112.2,31,16,,47.3,31,,,,,0,457.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.2,1917-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,2,,3.1142857142857143,28,-5.6,28,8.3,28,,53.5,28,15,,28,28,,,,,0,416.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.3,1917-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,3,,4.664516129032258,31,-1.1,31,10,31,,67,31,11,,0.8,31,,,,,0,413.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.4,1917-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,4,,8.08,30,1.7,30,18.3,30,,61.2,30,19,,0,30,,,,,0,297.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.5,1917-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,5,,10.003225806451614,31,4.4,31,16.7,31,,14.3,31,4,,0,31,,,,,0,247.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.6,1917-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,6,,12.67,30,6.1,30,25.6,30,,23.6,30,9,,0,30,,,,,0.7,160.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.7,1917-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,7,,14.896774193548387,31,9.4,31,27.2,31,,4.2,31,1,,0,31,,,,,2.1,98.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.8,1917-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,8,,15.812903225806451,31,9.4,31,27.8,31,,4.8,31,1,,0,31,,,,,4.5,72.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.9,1917-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,9,,13.29,30,7.8,30,24.4,30,,27.1,30,9,,0,30,,,,,0.6,141.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.10,1917-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,10,,10.261290322580646,31,2.8,31,20.6,31,,26,31,4,,0,31,,,,,0,239.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.11,1917-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,11,,8.85,30,2.8,30,16.1,30,,58.1,30,14,,0,30,,,,,0,274.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1917.12,1917-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1917,12,,5.2,31,-2.2,31,13.3,31,,330.9,31,24,,10.1,31,,,,,0,396.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.1,1918-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,1,,5.612903225806452,31,-5,31,13.3,31,,103,31,18,,0,31,,,,,0,384
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.2,1918-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,2,,4.225,28,-3.9,28,11.1,28,,98.3,28,16,,3.5,28,,,,,0,385.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.3,1918-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,3,,6.096774193548387,31,-2.2,31,15.6,31,,70.9,31,14,,0.6,31,,,,,0,369
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.4,1918-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,4,,9.38,30,0.6,30,21.1,30,,9,30,4,,0.5,30,,,,,0,258.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.5,1918-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,5,,11.248387096774193,31,5,31,20.6,31,,18,31,5,,0,31,,,,,0,209.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.6,1918-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,6,,14.436666666666667,30,5.6,30,26.7,30,,8.4,30,2,,0,30,,,,,2.5,109.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.7,1918-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,7,,14.96774193548387,31,7.8,31,26.1,31,,12.2,31,4,,0,31,,,,,1.5,95.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.8,1918-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,8,,15.361290322580645,31,9.4,31,26.7,31,,45.2,31,11,,0,31,,,,,5.5,87.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.9,1918-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,9,,15.593333333333334,30,6.7,30,28.3,30,,2.6,30,1,,0,30,,,,,15.4,87.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.10,1918-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,10,,10.77741935483871,31,4.4,31,19.4,31,,105.2,31,11,,0,31,,,,,0,223.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.11,1918-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,11,,7.506666666666667,30,1.1,30,12.8,30,,83.5,30,14,,0,30,,,,,0,314.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1918.12,1918-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1918,12,,4.958064516129032,31,-1.1,31,10.6,31,,181.6,31,13,,0,31,,,,,0,404.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.1,1919-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,1,,5.219354838709678,31,0.6,31,11.1,31,,147.8,31,14,,0,31,,,,,0,396.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.2,1919-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,2,,4.553571428571429,28,-2.8,28,10.6,28,,70,28,15,,0.3,28,,,,,0,376.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.3,1919-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,3,,6.683870967741935,31,0,31,17.2,31,,58.9,31,13,,0,31,,,,,0,350.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.4,1919-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,4,,9.46,30,2.8,30,19.4,30,,73.8,30,11,,0,30,,,,,0,256.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.5,1919-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,5,,11.258064516129032,31,4.4,31,20.6,31,,20.2,31,6,,0,31,,,,,0,209
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.6,1919-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,6,,12.48,30,6.1,30,21.1,30,,13.5,30,3,,0,30,,,,,0,165.6
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.7,1919-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,7,,14.770967741935484,31,8.3,31,29.4,31,,0.5,31,0,,0,31,,,,,3.2,103.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.8,1919-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,8,,14.951612903225806,31,8.9,31,26.7,31,,8.7,31,2,,0,31,,,,,1.9,96.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.9,1919-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,9,,14.31,30,5.6,30,27.2,30,,34.3,30,7,,0,30,,,,,1.6,112.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.10,1919-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,10,,9.022580645161291,31,-0.6,31,19.4,31,,33.1,31,9,,0,31,,,,,0,278.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.11,1919-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,11,,6.033333333333333,30,-1.1,30,12.8,30,,140.6,30,16,,0.5,30,,,,,0,359
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1919.12,1919-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1919,12,,3.358064516129032,31,-8.9,31,11.7,31,,121.9,31,12,,0.3,31,,,,,0,453.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.1,1920-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,1,,4.032258064516129,31,-3.9,31,11.7,31,,141,31,11,,1.6,31,,,,,0,433
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.2,1920-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,2,,5.362068965517241,29,0,29,11.7,29,,15.8,29,3,,0,29,,,,,0,366.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.3,1920-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,3,,6.7709677419354835,31,0,31,15,31,,58.3,31,10,,1,31,,,,,0,348.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.4,1920-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,4,,7.49,30,-1.1,30,18.3,30,,36.8,30,11,,0.3,30,,,,,0,315.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.5,1920-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,5,,10.058064516129033,31,4.4,31,19.4,31,,34.9,31,5,,0,31,,,,,0,246.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.6,1920-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,6,,13.22,30,6.1,30,25.6,30,,26.6,30,8,,0,30,,,,,0,143.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.7,1920-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,7,,15.490322580645161,31,9.4,31,32.8,31,,25.5,31,3,,0,31,,,,,7.2,85
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.8,1920-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,8,,16.212903225806453,31,7.8,31,28.9,31,,40.9,31,3,,0,31,,,,,6,61.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.9,1920-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,9,,12.783333333333333,30,7.8,30,23.3,30,,92,30,12,,0,30,,,,,0,156.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.10,1920-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,10,,9.212903225806452,31,2.8,31,15,31,,102.5,31,14,,0,31,,,,,0,272.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.11,1920-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,11,,7.883333333333334,30,1.7,30,14.4,30,,79.2,30,12,,0,30,,,,,0,303.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1920.12,1920-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1920,12,,5.922580645161291,31,0,31,10.6,31,,117.9,31,18,,0,31,,,,,0,374.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.1,1921-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,1,,4.606451612903226,31,-1.7,31,11.1,31,,141.1,31,21,,6.1,31,,,,,0,415.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.2,1921-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,2,,5.307142857142857,28,-2.2,28,12.8,28,,108.8,28,11,,1.5,28,,,,,0,355.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.3,1921-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,3,,6.661290322580645,31,-1.1,31,13.3,31,,31.4,31,10,,4.8,31,,,,,0,351.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.4,1921-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,4,,8.13,30,0,30,18.9,30,,28.7,30,8,,0,30,,,,,0,296.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.5,1921-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,5,,11.14516129032258,31,3.9,31,22.2,31,,37.3,31,7,,0,31,,,,,0,212.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.6,1921-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,6,,13.633333333333333,30,7.8,30,21.1,30,,31.4,30,9,,0,30,,,,,0,131
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.7,1921-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,7,,14.30967741935484,31,8.3,31,25,31,,3.8,31,1,,0,31,,,,,0,114.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.8,1921-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,8,,14.735483870967743,31,8.9,31,24.4,31,,21.6,31,9,,0,31,,,,,0.9,102.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.9,1921-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,9,,12.66,30,5.6,30,20.6,30,,71.1,30,13,,0,30,,,,,0,160.2
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.10,1921-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,10,,10.674193548387096,31,3.9,31,22.8,31,,120.3,31,13,,0,31,,,,,0,227.1
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.11,1921-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,11,,6.476666666666667,30,-4.4,30,14.4,30,,154.7,30,16,,7.6,30,,,,,0,345.7
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1921.12,1921-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1921,12,,3.232258064516129,31,-8.9,31,13.3,31,,141.6,31,11,,2.3,31,,,,,0,457.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.1,1922-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,1,,2.42258064516129,31,-6.1,31,8.3,31,,70.4,31,16,,19.5,31,,,,,0,482.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.2,1922-02,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,2,,3.3607142857142858,28,-3.9,28,11.1,28,,50.7,28,13,,18.8,28,,,,,0,409.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.3,1922-03,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,3,,5.806451612903226,31,0.6,31,13.3,31,,55.1,31,11,,12.7,31,,,,,0,378
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.4,1922-04,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,4,,8.083333333333334,30,1.7,30,19.4,30,,18.6,30,5,,0,30,,,,,0,297.5
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.5,1922-05,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,5,,11.758064516129032,31,1.7,31,28.9,31,,12.4,31,5,,0,31,,,,,9.8,203.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.6,1922-06,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,6,,14.096666666666666,30,7.2,30,25.6,30,,0.8,30,0,,0,30,,,,,0.8,117.9
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.7,1922-07,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,7,,14.961290322580645,31,8.3,31,30.6,31,,0,31,0,,0,31,,,,,8.6,102.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.8,1922-08,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,8,,15.212903225806452,31,8.9,31,27.8,31,,17.5,31,6,,0,31,,,,,9,95.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.9,1922-09,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,9,,14.05,30,7.8,30,26.1,30,,45.1,30,10,,0,30,,,,,2.9,121.4
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.10,1922-10,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,10,,10.958064516129033,31,3.9,31,19.4,31,,78.9,31,8,,0,31,,,,,0,218.3
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.11,1922-11,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,11,,6.806666666666667,30,2.2,30,13.3,30,,48.7,30,7,,0,30,,,,,0,335.8
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1922.12,1922-12,2014-07-31 11:47:36,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1922,12,,2.806451612903226,31,-6.1,31,12.8,31,,181.6,31,22,,42.6,31,,,,,0,471
-123.32500472222222,48.4130725,48.417,-123.317,VICTORIA GONZALES HTS,1018610,113.1923.1,1923-01,2014-07-31 11:47:35,BC,BRITISH COLUMBIA,COLOMBIE-BRITANNIQUE,1923,1,,4.3,31,-4.4,31,11.7,31,,162.9,31,20,,3.5,31,,,,,0,424.7
